Date,Market_Close,Market_Vol
2018-06-18,2773.75,2029883491
2018-06-19,2762.5901,2214221500
2018-06-20,2767.3201,2184211754
2018-06-21,2749.76,2149437119
2018-06-22,2754.8799,2887234463
2018-06-25,2717.0701,2396997400
2018-06-26,2723.0601,2192526142
2018-06-27,2699.6299,2277333138
2018-06-28,2716.3101,2123739786
2018-06-29,2718.3701,2247611935
2018-07-02,2726.71,1774974648
2018-07-03,2713.22,1148652871
2018-07-05,2736.6101,1709735880
2018-07-06,2759.8201,1570610299
2018-07-09,2784.1699,1859165478
2018-07-10,2793.8401,1743427932
2018-07-11,2774.02,1806015298
2018-07-12,2798.29,1862928000
2018-07-13,2801.3101,1757998396
2018-07-16,2798.4299,1791632454
2018-07-17,2809.55,1848700381
2018-07-18,2815.6201,1946267157
2018-07-19,2804.49,2110255100
2018-07-20,2801.8301,2082882088
2018-07-23,2806.98,1863978314
2018-07-24,2820.3999,2183986783
2018-07-25,2846.0701,2288128263
2018-07-26,2837.4399,2578242516
2018-07-27,2818.8201,2343658703
2018-07-30,2802.6001,2240038041
2018-07-31,2816.29,2449761064
2018-08-01,2813.3601,2200609136
2018-08-02,2827.22,2040386957
2018-08-03,2840.3501,1829936668
2018-08-06,2850.3999,1755402887
2018-08-07,2858.45,1792641161
2018-08-08,2857.7,1624654644
2018-08-09,2853.5801,1670803074
2018-08-10,2833.28,1817775083
2018-08-13,2821.9299,1852090896
2018-08-14,2839.96,1733260850
2018-08-15,2818.3701,2170175043
2018-08-16,2840.6899,1990092035
2018-08-17,2850.1299,1897228859
2018-08-20,2857.05,1673590011
2018-08-21,2862.96,1897094700
2018-08-22,2861.8201,1583705458
2018-08-23,2856.98,1653913646
2018-08-24,2874.6899,1675497534
2018-08-27,2896.74,2055945918
2018-08-28,2897.52,1788301628
2018-08-29,2914.04,1761496009
2018-08-30,2901.1299,1725979535
2018-08-31,2901.52,1806136650
2018-09-04,2896.72,1952726439
2018-09-05,2888.6001,2277718447
2018-09-06,2878.05,2025172933
2018-09-07,2871.6799,1942169500
2018-09-10,2877.1299,1762586061
2018-09-11,2887.8899,1880844233
2018-09-12,2888.9199,2063572613
2018-09-13,2904.1799,2167357831
2018-09-14,2904.98,1896515785
2018-09-17,2888.8,1855645865
2018-09-18,2904.3101,1947735430
2018-09-19,2907.95,1942348471
2018-09-20,2930.75,2102348032
2018-09-21,2929.6699,3900791977
2018-09-24,2919.3701,2105481492
2018-09-25,2915.5601,2034744657
2018-09-26,2905.97,2053174998
2018-09-27,2914.0,1803057925
2018-09-28,2913.98,2193939787
2018-10-01,2924.5901,2148843589
2018-10-02,2923.4299,2060042938
2018-10-03,2925.51,2101579719
2018-10-04,2901.6101,2105861176
2018-10-05,2885.5701,2091494758
2018-10-08,2884.4299,2013126777
2018-10-09,2880.3401,2136559731
2018-10-10,2785.6799,2895006266
2018-10-11,2728.3701,2147463514
2018-10-12,2767.1299,2147168245
2018-10-15,2750.79,2023151751
2018-10-16,2809.9199,2137274737
2018-10-17,2809.21,2120418821
2018-10-18,2759.71,1302772928
2018-10-19,2767.78,2467481149
2018-10-22,2755.8799,2145854246
2018-10-23,2740.6899,2810569394
2018-10-24,2656.1001,2147332195
2018-10-25,2705.5701,2147419527
2018-10-26,2658.6899,2147473303
2018-10-29,2641.25,2147273855
2018-10-30,2682.6299,2147380842
2018-10-31,2711.74,2147473372
2018-11-01,2740.3701,2147405477
2018-11-02,2723.0601,2147405764
2018-11-05,2738.3101,2147459458
2018-11-06,2755.45,2102933250
2018-11-07,2813.8899,2123490483
2018-11-08,2806.8301,2147351020
2018-11-09,2781.01,2147174097
2018-11-12,2726.22,2131253635
2018-11-13,2722.1799,2142608408
2018-11-14,2701.5801,2147409163
2018-11-15,2730.2,2146808184
2018-11-16,2736.27,2147360083
2018-11-19,2690.73,2147399029
2018-11-20,2641.8899,2147447046
2018-11-21,2649.9299,2052551182
2018-11-23,2632.5601,988954529
2018-11-26,2673.45,2147097362
2018-11-27,2682.1699,2147396906
2018-11-28,2743.79,2135243012
2018-11-29,2737.76,2102760317
2018-11-30,2760.1699,2101760265
2018-12-03,2790.3701,2147397473
2018-12-04,2700.0601,2147238652
2018-12-06,2695.95,2147436616
2018-12-07,2633.0801,2147023553
2018-12-10,2637.72,2147439615
2018-12-11,2636.78,2147418269
2018-12-12,2651.0701,2144827198
2018-12-13,2650.54,2146130844
2018-12-14,2599.95,2146785104
2018-12-17,2545.9399,2147144208
2018-12-18,2546.1599,2147357028
2018-12-19,2506.96,2147475000
2018-12-20,2467.4199,2147382307
2018-12-21,2416.6201,651893388
2018-12-24,2351.1001,1711551684
2018-12-26,2467.7,2731627234
2018-12-27,2488.8301,2552054898
2018-12-28,2485.74,3702620000
2018-12-31,2506.8501,1998138057
2019-01-02,2510.03,2233765369
2019-01-03,2447.8899,2754752741
2019-01-04,2531.9399,2661709794
2019-01-07,2549.6899,2526552370
2019-01-08,2574.4099,2458286256
2019-01-09,2584.96,2463516870
2019-01-10,2596.6399,2330498011
2019-01-11,2596.26,2063515116
2019-01-14,2582.6101,2242883039
2019-01-15,2610.3,2299611814
2019-01-16,2616.1001,2417328891
2019-01-17,2635.96,2450727381
2019-01-18,2670.71,2617844977
2019-01-22,2632.8999,2590517040
2019-01-23,2638.7,2239098706
2019-01-24,2642.3301,2434655642
2019-01-25,2664.76,2499715080
2019-01-28,2643.8501,2284154065
2019-01-29,2640.0,2148988595
2019-01-30,2681.05,2544657931
2019-01-31,2704.1001,3383825891
2019-02-01,2706.53,2431455095
2019-02-04,2724.8701,2070561799
2019-02-05,2737.7,2145938634
2019-02-06,2731.6101,2056291740
2019-02-07,2706.05,2449415197
2019-02-08,2707.8799,2219273583
2019-02-11,2709.8,1977782524
2019-02-12,2744.73,2290316191
2019-02-13,2753.03,2141980853
2019-02-14,2745.73,2141245049
2019-02-15,2775.6001,2385153253
2019-02-19,2779.76,1984414955
2019-02-20,2784.7,2139229517
2019-02-21,2774.8799,1979489005
2019-02-22,2792.6699,2087754963
2019-02-25,2796.1101,2303642371
2019-02-26,2793.8999,2033263150
2019-02-27,2792.3799,2053868016
2019-02-28,2784.49,2492903684
2019-03-01,2803.6899,2250380361
2019-03-04,2792.8101,2245925091
2019-03-05,2789.6499,2118384032
2019-03-06,2771.45,2078054031
2019-03-07,2748.9299,2280991903
2019-03-08,2743.0701,1971521128
2019-03-11,2783.3,2054706192
2019-03-12,2791.52,1995476094
2019-03-13,2810.9199,2162511945
2019-03-14,2808.48,2052995330
2019-03-15,2822.48,3734916446
2019-03-18,2832.9399,2031400901
2019-03-19,2832.5701,2243489044
2019-03-20,2824.23,2289335844
2019-03-21,2854.8799,2323248426
2019-03-22,2800.71,2485350165
2019-03-25,2798.3601,1931448289
2019-03-26,2818.46,1911821679
2019-03-27,2805.3701,1918159251
2019-03-28,2815.4399,1774788228
2019-03-29,2834.3999,2184384245
2019-04-01,2867.1899,2065945466
2019-04-02,2867.24,1874915359
2019-04-03,2873.3999,2216125460
2019-04-04,2879.3899,1740949270
2019-04-05,2892.74,1747286390
2019-04-08,2895.77,1744343429
2019-04-09,2878.2,1712480401
2019-04-10,2888.21,1595773627
2019-04-11,2888.3201,1625618352
2019-04-12,2907.4099,2175148651
2019-04-15,2905.5801,1719879708
2019-04-16,2907.0601,2059164390
2019-04-17,2900.45,2310102579
2019-04-18,2905.03,2079240009
2019-04-22,2907.97,1747453728
2019-04-23,2933.6799,2171881377
2019-04-24,2927.25,2035575785
2019-04-25,2926.1699,2089426293
2019-04-26,2939.8799,2080498109
2019-04-29,2943.03,1848856715
2019-04-30,2945.8301,2364280370
2019-05-01,2923.73,2227214304
2019-05-02,2917.52,2136002298
2019-05-03,2945.6399,1880651493
2019-05-06,2932.47,1857443096
2019-05-07,2884.05,2283553857
2019-05-08,2879.4199,1919367284
2019-05-09,2870.72,2122567271
2019-05-10,2881.3999,2004542780
2019-05-13,2811.8701,2324156702
2019-05-14,2834.4099,1947348885
2019-05-15,2850.96,1877762469
2019-05-16,2876.3201,1925487672
2019-05-17,2859.53,1887749622
2019-05-20,2840.23,1899719090
2019-05-21,2864.3601,1802041253
2019-05-22,2856.27,1794215276
2019-05-23,2822.24,2225395776
2019-05-24,2826.0601,1601399137
2019-05-28,2802.3899,2487317339
2019-05-29,2783.02,2100549012
2019-05-30,2788.8601,1757961173
2019-05-31,2752.0601,2206214289
2019-06-03,2744.45,2421191119
2019-06-04,2803.27,2294213172
2019-06-05,2826.1499,2031189576
2019-06-06,2843.49,1949547652
2019-06-07,2873.3401,1848513805
2019-06-10,2886.73,1854780007
2019-06-11,2885.72,2038179621
2019-06-12,2879.8401,1618915586
2019-06-13,2891.6399,1638957193
2019-06-14,2886.98,1562976924
2019-06-17,2889.6699,1579314342
2019-06-18,2917.75,2003753210
2019-06-19,2926.46,1864220237
2019-06-20,2954.1799,2057677854
2019-06-21,2950.46,3033185232
2019-06-24,2945.3501,1733220416
2019-06-25,2917.3799,2020032887
2019-06-26,2913.78,2005584141
2019-06-27,2924.9199,1725782515
2019-06-28,2941.76,2959726110
2019-07-01,2964.3301,2042077046
2019-07-02,2973.01,1656797094
2019-07-03,2995.8201,1076119406
2019-07-05,2990.4099,1287369510
2019-07-08,2975.95,1554002628
2019-07-09,2979.6299,1636493097
2019-07-10,2993.0701,1643619368
2019-07-11,2999.9099,1731135974
2019-07-12,3013.77,1609598303
2019-07-15,3014.3,1604048494
2019-07-16,3004.04,1742567428
2019-07-17,2984.4199,1743301026
2019-07-18,2995.1101,1793633457
2019-07-19,2976.6101,1872665473
2019-07-22,2985.03,1667005218
2019-07-23,3005.47,1870688759
2019-07-24,3019.5601,1925226952
2019-07-25,3003.6699,1977743265
2019-07-26,3025.8601,1807302584
2019-07-29,3020.97,1761304156
2019-07-30,3013.1799,1837519861
2019-07-31,2980.3799,2731633880
2019-08-01,2953.5601,2707086272
2019-08-02,2932.05,2210278484
2019-08-05,2844.74,2614970778
2019-08-06,2881.77,2177203736
2019-08-07,2883.98,2360893677
2019-08-08,2938.0901,2209464226
2019-08-09,2918.6499,1888617136
2019-08-12,2883.0901,1440439051
2019-08-13,2926.3201,2129331307
2019-08-14,2840.6001,2543385216
2019-08-15,2847.6001,2421109975
2019-08-16,2888.6799,2063083134
2019-08-19,2923.6499,1779496092
2019-08-20,2900.51,1678619163
2019-08-21,2924.4299,1587398599
2019-08-22,2922.95,1586736328
2019-08-23,2847.1101,2353651930
2019-08-26,2878.3799,1594021309
2019-08-27,2869.1599,1949097485
2019-08-28,2887.9399,1657199496
2019-08-29,2924.5801,1620492414
2019-08-30,2926.46,1609574623
2019-09-03,2906.27,1709526221
2019-09-04,2937.78,1638025756
2019-09-05,2976.0,1985626103
2019-09-06,2978.71,1660754923
2019-09-09,2978.4299,2109065868
2019-09-10,2979.3899,2313900765
2019-09-11,3000.9299,2023030989
2019-09-12,3009.5701,2110912839
2019-09-13,3007.3899,1885111636
2019-09-16,2997.96,1865797043
2019-09-17,3005.7,1835650335
2019-09-18,3006.73,1711314786
2019-09-19,3006.79,1552070564
2019-09-20,2992.0701,3239391426
2019-09-23,2991.78,1584858670
2019-09-24,2966.6001,2022515176
2019-09-25,2984.8701,1755735859
2019-09-26,2977.6201,1589729661
2019-09-27,2961.79,1770249086
2019-09-30,2976.74,1663001742
2019-10-01,2940.25,1889536812
2019-10-02,2887.6101,2132408795
2019-10-03,2910.6299,1879070945
2019-10-04,2952.01,1598498926
2019-10-07,2938.79,1497859583
2019-10-08,2893.0601,1831153664
2019-10-09,2919.3999,1409636911
2019-10-10,2938.1299,1630780755
2019-10-11,2970.27,1952864648
2019-10-14,2966.1499,1332783825
2019-10-15,2995.6799,1676566148
2019-10-16,2989.6899,1740299314
2019-10-17,2997.95,1623369261
2019-10-18,2986.2,1986308651
2019-10-21,3006.72,1749381230
2019-10-22,2995.99,1843264600
2019-10-23,3004.52,1760876330
2019-10-24,3010.29,1935918850
2019-10-25,3022.55,1773425903
2019-10-28,3039.4199,1871168000
2019-10-29,3036.8899,1811955801
2019-10-30,3046.77,1968172946
2019-10-31,3037.5601,2207521396
2019-11-01,3066.9099,1950717139
2019-11-04,3078.27,2114369155
2019-11-05,3074.6201,2249853337
2019-11-06,3076.78,2022311721
2019-11-07,3085.1799,2160097121
2019-11-08,3093.0801,1681254206
2019-11-11,3087.01,1407760565
2019-11-12,3091.8401,1682131599
2019-11-13,3094.04,1716744635
2019-11-14,3096.6299,1658728244
2019-11-15,3120.46,1868559515
2019-11-18,3122.03,1834376060
2019-11-19,3120.1799,1924172382
2019-11-20,3108.46,2372417263
2019-11-21,3103.54,1862138394
2019-11-22,3110.29,1626733207
2019-11-25,3133.6399,1904704053
2019-11-26,3140.52,2493336600
2019-11-27,3153.6299,1493045171
2019-11-29,3140.98,830224239
2019-12-02,3113.8701,1786642208
2019-12-03,3093.2,1991484979
2019-12-04,3112.76,1791049394
2019-12-05,3117.4299,1645721930
2019-12-06,3145.9099,1699014299
2019-12-09,3135.96,1596216273
2019-12-10,3132.52,1662835229
2019-12-11,3141.6299,1711032900
2019-12-12,3168.5701,2217305086
2019-12-13,3168.8,1956819988
2019-12-16,3191.45,2164545446
2019-12-17,3192.52,1971590974
2019-12-18,3191.1399,2109637089
2019-12-19,3205.3701,1923928144
2019-12-20,3221.22,3697537000
2019-12-23,3224.01,1580052417
2019-12-24,3223.3799,589329805
2019-12-26,3239.9099,1047945052
2019-12-27,3240.02,1110175743
2019-12-30,3221.29,1198740754
2019-12-31,3230.78,1285724433
2020-01-02,3257.8501,1827686033
2020-01-03,3234.8501,1733947876
2020-01-06,3246.28,1872802967
2020-01-07,3237.1799,1892856394
2020-01-08,3253.05,1956336829
2020-01-09,3274.7,1839202233
2020-01-10,3265.3501,1631680402
2020-01-13,3288.1299,1765159091
2020-01-14,3283.1499,1969901450
2020-01-15,3289.29,1807140795
2020-01-16,3316.8101,1795632375
2020-01-17,3329.6201,2148780812
2020-01-21,3320.79,2190847523
2020-01-22,3321.75,1852031183
2020-01-23,3325.54,2034159847
2020-01-24,3295.47,2106787710
2020-01-27,3243.6299,2136117899
2020-01-28,3276.24,2023968804
2020-01-29,3273.3999,2124923928
2020-01-30,3283.6599,2253788999
2020-01-31,3225.52,2678835839
2020-02-03,3248.9199,2113052898
2020-02-04,3297.5901,2140871720
2020-02-05,3334.6899,2252878600
2020-02-06,3345.78,1953737177
2020-02-07,3327.71,1851359693
2020-02-10,3352.0901,1735188706
2020-02-11,3357.75,1879876062
2020-02-12,3379.45,2006519340
2020-02-13,3373.9399,1909388714
2020-02-14,3380.1599,1667357285
2020-02-18,3370.29,1914015420
2020-02-19,3386.1499,1725813319
2020-02-20,3373.23,2028505820
2020-02-21,3337.75,2118610218
2020-02-24,3225.8899,2745642954
2020-02-25,3128.21,3132889940
2020-02-26,3116.3899,2992301140
2020-02-27,2978.76,3935257829
2020-02-28,2954.22,5142324277
2020-03-02,3090.23,3819116740
2020-03-03,3003.3701,3871212179
2020-03-04,3130.1201,3078036175
2020-03-05,3023.9399,3234688726
2020-03-06,2972.3701,3910119484
2020-03-09,2746.5601,4706064078
2020-03-10,2882.23,4346012322
2020-03-11,2741.3799,4241642899
2020-03-12,2480.6399,5218633781
2020-03-13,2711.02,5003636035
2020-03-16,2386.1299,4650983384
2020-03-17,2529.1899,4826351185
2020-03-18,2398.1001,5196783768
2020-03-19,2409.3899,4557744384
2020-03-20,2304.9199,5303923234
2020-03-23,2237.3999,4617078431
2020-03-24,2447.3301,4718870107
2020-03-25,2475.5601,4881201399
2020-03-26,2630.0701,4340887034
2020-03-27,2541.47,3590712059
2020-03-30,2626.6499,3370871942
2020-03-31,2584.5901,3991878975
2020-04-01,2470.5,3666502398
2020-04-02,2526.8999,3870184448
2020-04-03,2488.6499,3593003494
2020-04-06,2663.6799,4022970312
2020-04-07,2659.4099,4218972836
2020-04-08,2749.98,3343867617
2020-04-09,2789.8201,4359302597
2020-04-13,2761.6299,2900380791
2020-04-14,2846.0601,3113388741
2020-04-15,2783.3601,3123468178
2020-04-16,2799.55,3185793737
2020-04-17,2874.5601,3554592893
2020-04-20,2823.1599,2935031893
2020-04-21,2736.5601,3096009723
2020-04-22,2799.3101,2779868449
2020-04-23,2797.8,2919383742
2020-04-24,2836.74,2882793416
2020-04-27,2878.48,2795944244
2020-04-28,2863.3899,3237748798
2020-04-29,2939.51,3862944848
2020-04-30,2912.4299,3721235517
2020-05-01,2830.71,2914265069
2020-05-04,2842.74,2877617866
2020-05-05,2868.4399,2974283010
2020-05-06,2848.4199,2855444097
2020-05-07,2881.1899,2831489254
2020-05-08,2929.8,2617877855
2020-05-11,2930.3201,2609806690
2020-05-12,2870.1201,2668655086
2020-05-13,2820.0,3551451164
2020-05-14,2852.5,3348510295
2020-05-15,2863.7,3306748591
2020-05-18,2953.9099,3642081510
2020-05-19,2922.9399,2858250798
2020-05-20,2971.6101,2849677238
2020-05-21,2948.51,2780244068
2020-05-22,2955.45,2185305113
2020-05-26,2991.77,3355998857
2020-05-27,3036.1299,3661742868
2020-05-28,3029.73,3140297035
2020-05-29,3044.3101,4381828887
2020-06-01,3055.73,2501351434
2020-06-02,3080.8201,2807173294
2020-06-03,3122.8701,3160241158
2020-06-04,3112.3501,3738795746
2020-06-05,3193.9299,4795458701
2020-06-08,3232.3899,3698462911
2020-06-09,3207.1799,3156921516
2020-06-10,3190.1399,3568860875
2020-06-11,3002.1001,4123277874
2020-06-12,3041.3101,3385763024
2020-06-15,3066.5901,3208913333
2020-06-16,3124.74,3286788794
2020-06-17,3113.49,2483191141
2020-06-18,3115.3401,2399667782
2020-06-19,3097.74,4992776964
2020-06-22,3117.8601,2559744788
2020-06-23,3131.29,2719245393
2020-06-24,3050.3301,3203219699
2020-06-25,3083.76,2707762288
2020-06-26,3009.05,4385258096
2020-06-29,3053.24,2633408640
2020-06-30,3100.29,2757387711
2020-07-01,3115.8601,2697727407
2020-07-02,3130.01,2326767585
2020-07-06,3179.72,2380431984
2020-07-07,3145.3201,2287837089
2020-07-08,3169.9399,2390189825
2020-07-09,3152.05,2597178292
2020-07-10,3185.04,2407407212
2020-07-13,3155.22,2695331634
2020-07-14,3197.52,2628539056
2020-07-15,3226.5601,2841976156
2020-07-16,3215.5701,2209581968
2020-07-17,3224.73,2219971191
2020-07-20,3251.8401,2171757450
2020-07-21,3257.3,2472394555
2020-07-22,3276.02,2412594515
2020-07-23,3235.6599,2737810512
2020-07-24,3215.6299,2460013758
2020-07-27,3239.4099,2355910999
2020-07-28,3218.4399,2235534686
2020-07-29,3258.4399,2467083167
2020-07-30,3246.22,2425538883
2020-07-31,3271.1201,3065634931
2020-08-03,3294.6101,2378355795
2020-08-04,3306.51,2404966031
2020-08-05,3327.77,2446007003
2020-08-06,3349.1599,2414278723
2020-08-07,3351.28,2282910037
2020-08-10,3360.47,2566548632
2020-08-11,3333.6899,2900493747
2020-08-12,3380.3501,2245003448
2020-08-13,3373.4299,1964512010
2020-08-14,3372.8501,1711020614
2020-08-17,3381.99,1951691959
2020-08-18,3389.78,1794617543
2020-08-19,3374.8501,2018139580
2020-08-20,3385.51,1832094273
2020-08-21,3397.1599,1994452682
2020-08-24,3431.28,2271749784
2020-08-25,3443.6201,2040869584
2020-08-26,3478.73,2003087362
2020-08-27,3484.55,2317902466
2020-08-28,3508.01,2044015618
2020-08-31,3500.3101,2543021541
2020-09-01,3526.6499,2245334277
2020-09-02,3580.8401,2581524590
2020-09-03,3455.0601,3193601820
2020-09-04,3426.96,3044871716
2020-09-08,3331.8401,3066119495
2020-09-09,3398.96,2508541279
2020-09-10,3339.1899,2574758180
2020-09-11,3340.97,2352258971
2020-09-14,3383.54,2363165480
2020-09-15,3401.2,2482004565
2020-09-16,3385.49,2843660468
2020-09-17,3357.01,2740864793
2020-09-18,3319.47,4087680041
2020-09-21,3281.0601,2973366814
2020-09-22,3315.5701,2364817767
2020-09-23,3236.9199,2462124190
2020-09-24,3246.5901,2386884281
2020-09-25,3298.46,2180313684
2020-09-28,3351.6001,2221021352
2020-09-29,3335.47,1945022669
2020-09-30,3363.0,2616747156
2020-10-01,3380.8,2355862321
2020-10-02,3348.4399,2350090813
2020-10-05,3408.6299,2040147536
2020-10-06,3360.95,2549972990
2020-10-07,3419.45,2074262423
2020-10-08,3446.8301,2088859740
2020-10-09,3477.1299,2227950074
2020-10-12,3534.22,2243800302
2020-10-13,3511.9299,2357875709
2020-10-14,3488.6699,2183733760
2020-10-15,3483.3401,2009665085
2020-10-16,3483.8101,2221194565
2020-10-19,3426.9199,2190496245
2020-10-20,3443.1201,2113617250
2020-10-21,3435.5601,2069874908
2020-10-22,3453.49,2386790971
2020-10-23,3465.3899,2161970435
2020-10-26,3400.97,2434639909
2020-10-27,3390.6799,2377161312
2020-10-28,3271.03,3147816269
2020-10-29,3310.1101,2740394478
2020-10-30,3269.96,3007795216
2020-11-02,3310.24,2527875581
2020-11-03,3369.1599,2329419282
2020-11-04,3443.4399,2903448029
2020-11-05,3510.45,2557809196
2020-11-06,3509.4399,2167666491
2020-11-09,3550.5,5064547274
2020-11-10,3545.53,3448216386
2020-11-11,3572.6599,2507688888
2020-11-12,3537.01,2402811380
2020-11-13,3585.1499,2273000532
2020-11-16,3626.9099,2859253753
2020-11-17,3609.53,2404417306
2020-11-18,3567.79,2683278560
2020-11-19,3581.8701,2276561473
2020-11-20,3557.54,2224931806
2020-11-23,3577.5901,2513050446
2020-11-24,3635.4099,3188008724
2020-11-25,3629.6499,2321815046
2020-11-27,3638.3501,1218009418
2020-11-30,3621.6299,3647661568
2020-12-01,3662.45,2636959816
2020-12-02,3669.01,2374370502
2020-12-03,3666.72,2643146959
2020-12-04,3699.1201,2556167753
2020-12-07,3691.96,2342275038
2020-12-08,3702.25,2268154082
2020-12-09,3672.8201,2749560079
2020-12-10,3668.1001,2390202914
2020-12-11,3663.46,2311662756
2020-12-14,3647.49,2508893728
2020-12-15,3694.6201,2512243045
2020-12-16,3701.1699,2245020783
2020-12-17,3722.48,2195077598
2020-12-18,3709.4099,4274404736
2020-12-21,3694.9199,2644225553
2020-12-22,3687.26,2173874864
2020-12-23,3690.01,1825277116
2020-12-24,3703.0601,806346710
2020-12-28,3735.3601,1651103623
2020-12-29,3727.04,1639530130
2020-12-30,3732.04,1559438081
2020-12-31,3756.0701,1661516485
2021-01-04,3700.6499,2732813113
2021-01-05,3726.8601,2352635300
2021-01-06,3748.1399,3171958843
2021-01-07,3803.79,2571777491
2021-01-08,3824.6799,2381318227
2021-01-11,3799.6101,2319343591
2021-01-12,3801.1899,2629158679
2021-01-13,3809.8401,2333148908
2021-01-14,3795.54,2708312930
2021-01-15,3768.25,2744945352
2021-01-19,3798.9099,2461801091
2021-01-20,3851.8501,2344848584
2021-01-21,3853.0701,2571609185
2021-01-22,3841.47,2287817476
2021-01-25,3855.3601,2785380610
2021-01-26,3849.6201,2557931593
2021-01-27,3750.77,3797984292
2021-01-28,3787.3799,3250270662
2021-01-29,3714.24,3311608119
2021-02-01,3773.8601,2442012605
2021-02-02,3826.3101,2415359604
2021-02-03,3830.1699,2264656289
2021-02-04,3871.74,2363442591
2021-02-05,3886.8301,2127359020
2021-02-08,3915.5901,2160498978
2021-02-09,3911.23,2063161038
2021-02-10,3909.8799,2281972857
2021-02-11,3916.3799,2125420320
2021-02-12,3934.8301,1813489527
2021-02-16,3932.5901,2292435291
2021-02-17,3931.3301,2132045229
2021-02-18,3913.97,2006038034
2021-02-19,3906.71,2302434831
2021-02-22,3876.5,2750709131
2021-02-23,3881.3701,2945010328
2021-02-24,3925.4299,2782650674
2021-02-25,3829.3401,2924106301
2021-02-26,3811.1499,3120007466
2021-03-01,3901.8201,2406150594
